501	1040.0
502	804.0
503	919.2
504	517.3
505	601.2
506	909.0
507	1090.0
508	747.5
509	577.8
510	928.4
511	1102.0
512	623.8
513	747.9
514	680.6
515	615.3
516	576.3
517	483.5
518	844.2
519	796.3
520	547.2
521	812.2
522	845.1
523	385.3
524	502.1
525	507.9
526	691.0
527	804.0
528	509.6
529	928.0
530	529.7
531	779.4
532	954.7
533	521.1
534	596.7
535	740.2
536	729.5
537	606.0
538	1173.0
539	888.7
540	741.1
541	956.5
542	1112.0
543	374.9
544	846.7
545	882.5
546	278.2
547	792.6
548	739.8
549	749.6
550	793.7
551	606.5
552	808.4
553	625.4
554	476.9
555	1240.0
556	753.7
557	528.5
558	780.5
559	542.8
560	648.6
561	954.5
562	584.8
563	695.2
564	806.8
565	905.5
566	1157.0
567	823.1
568	735.8
569	550.4
570	818.2
571	605.6
572	838.2
573	809.7
574	611.0
575	792.7
576	892.2
577	852.5
578	1020.0
579	845.2
580	1354.0
581	836.2
582	715.9
583	1128.0
584	777.6
585	871.6
586	501.5
587	1004.0
588	685.9
589	839.3
590	1011.0
591	689.8
592	369.1
593	918.7
594	977.4
595	943.9
596	862.0
597	753.5
598	829.1
599	999.0
600	666.7
601	994.5
602	920.0
603	975.2
604	1362.0
605	611.1
606	980.4
607	949.9
608	653.9
609	310.6
610	749.5
611	772.3
612	391.6
613	904.7
614	566.7
615	694.6
616	627.4
617	526.4
618	865.9
619	491.7
620	895.0
621	614.2
622	1001.0
623	1023.0
624	832.3
625	976.6
626	1052.0
627	721.9
628	618.7
629	676.7
630	811.1
631	992.6
632	640.2
633	786.9
634	796.7
635	808.1
636	942.4
637	963.7
638	762.5
639	1.0E+3
640	840.9
641	894.3
642	688.2
643	665.6
644	640.0
645	777.9
646	702.4
647	764.4
648	589.4
649	736.3
650	796.6
651	679.9
652	798.7
653	890.7
654	1064.0
655	1176.0
656	1100.0
657	842.4
658	483.5
659	870.9
660	1019.0
661	362.0
662	916.5
663	467.2
664	527.0
665	989.7
666	351.1
667	384.8
668	689.0
669	872.9
670	850.7
671	1008.0
672	719.6
673	993.3
674	631.8
675	806.2
676	797.4
677	675.4
678	507.3
679	617.7
680	630.4
681	839.1
682	835.0
683	860.3
684	844.8
685	848.1
686	897.0
687	896.6
688	872.5
689	545.1
690	746.1
691	1028.0
692	896.7
693	735.8
694	516.8
695	934.3
696	828.2
697	967.2
698	792.8
699	921.4
700	1019.0
701	921.9
702	627.1
703	906.0
704	821.5
705	881.0
706	854.9
707	760.6
708	840.8
709	797.7
710	919.3
711	824.0
712	578.9
713	922.6
714	1273.0
715	903.5
716	484.5
717	1043.0
718	888.1
719	746.8
720	1052.0
721	802.7
722	1062.0
723	980.9
724	300.3
725	507.9
